MeanRed,MeanGreen,MeanBlue,StdDevRed,StdDevGreen,StdDevBlue,SkewRed,SkewGreen,SkewBlue,ASM,Contrast,Entropy,Homogeneity,Correlation,Class
177,223,185,84.68175719,34.95711659,76.30203143,-49.81128866,-22.00550826,-46.25223753,0.052687344,4.595818337,8.549083521,1.254714686,1.22E-05,glossy privet
183,230,191,88.42510956,30.90307428,77.55643107,-68.02803054,-24.74351087,-58.4992573,0.044200141,5.505157869,8.824629047,1.190183153,1.20E-05,glossy privet
178,215,183,92.85472524,48.92851929,87.09764635,-68.32628654,-37.4043786,-64.80692211,0.046490818,7.627527405,9.002527869,1.116289215,1.45E-05,glossy privet
176,228,186,86.84468896,30.33150178,75.6306816,-51.87395508,-20.37781774,-44.81786463,0.080003033,3.849660992,7.806750018,1.289504102,1.18E-05,glossy privet
177,227,186,82.58329129,29.58039892,72.73238618,-43.44022264,-16.88971282,-38.23697707,0.060972401,4.318122035,8.299348183,1.243859413,1.16E-05,glossy privet
175,228,181,82.20705566,28.58321186,75.09327533,-35.45368555,-17.33144292,-27.34223717,0.066718802,4.872046765,8.14098532,1.236760499,1.16E-05,glossy privet
178,241,188,83.36666,16.18641406,72.2564876,-49.07997491,-13.49931409,-42.13223628,0.057802368,3.287602101,8.263235013,1.291340144,1.06E-05,glossy privet
171,236,182,81.90848552,19.36491673,70.86607087,20.50228014,-11.81188117,19.34280814,0.059671074,3.801893087,8.211651936,1.24753827,1.08E-05,glossy privet
184,235,195,84.95292814,24.14539294,71.41428429,-61.82041337,-19.60647433,-51.51082187,0.075621195,3.748715196,7.891083378,1.316521632,1.12E-05,glossy privet
163,237,174,87.3842091,17.97220076,76.76587784,37.74763519,-11.22405544,32.78991113,0.070250204,3.759354708,7.995369267,1.282567255,1.09E-05,glossy privet
174,250,186,86.59676668,7.211102551,73.4234295,-47.04673185,-8.644585472,-39.22833402,0.088773303,3.014218907,7.470033965,1.369255406,1.01E-05,glossy privet
180,225,186,86.97700846,35.39774004,79.12648103,-59.68117926,-26.07865726,-52.90715917,0.05678217,5.886295083,8.497035621,1.190201433,1.25E-05,glossy privet
190,242,199,80.81460264,17.4642492,69.5485442,-63.43380789,-17.14183526,-54.98986039,0.053345429,4.072347192,8.512048514,1.241189942,1.06E-05,glossy privet
176,246,188,78.42831121,10.58300524,65.58200973,-21.13965872,-9.732930906,16.90605621,0.099421758,2.387860323,7.264691798,1.409211308,1.00E-05,glossy privet
172,228,181,85.0529247,28.08914381,75.24626237,-36.71512418,-16.08290303,-29.53581784,0.058215385,5.261617961,8.347641575,1.195779711,1.16E-05,glossy privet
173,213,180,88.49293757,45.50824101,81.0246876,-49.39128609,-26.22438923,-45.67301195,0.077301662,5.601331066,7.960384746,1.232899725,1.35E-05,glossy privet
170,233,182,81.83520025,22.04540769,70.24243732,30.4437735,-11.34706141,25.91093787,0.099773042,3.272003069,7.342942779,1.350718559,1.09E-05,glossy privet
174,219,183,89.35882721,39.94996871,79.58014828,-54.30599032,-25.49006405,-48.78189891,0.078172808,4.174824366,8.010189154,1.306289486,1.29E-05,glossy privet
173,225,182,85.17628778,31.17691454,75.86830695,-40.4009672,-16.22722648,-36.06572356,0.08008227,3.942641303,7.85774086,1.313682915,1.19E-05,glossy privet
209,235,218,85.01764523,37.05401463,69.97856815,-93.66650344,-41.64727275,-78.30893259,0.018012384,28.18362829,10.83408313,0.679249256,1.36E-05,chinese toon
195,233,207,105.8678421,39.1535439,84.61087401,-112.8524715,-43.20757755,-90.81130646,0.011947801,36.16460971,11.65170726,0.596288504,1.51E-05,chinese toon
199,222,205,92.56349172,54.63515352,82.08532146,-94.6577156,-56.25152588,-83.85623557,0.026694064,26.2628131,10.27448248,0.707636156,1.67E-05,chinese toon
199,228,210,94.11694853,45.475268,75.88807548,-97.6400442,-47.86347199,-79.34559909,0.020965925,17.46558821,10.56115275,0.799810778,1.46E-05,chinese toon
194,224,203,93.94147114,47.86439178,80.64118055,-91.03830453,-47.11350265,-78.86410435,0.024955234,18.08497755,10.20192585,0.787976984,1.49E-05,chinese toon
205,230,213,87.74964387,42.87190222,73.69531871,-93.34710539,-45.57227976,-78.71864881,0.02582545,20.9208545,10.14769364,0.757684623,1.43E-05,chinese toon
189,225,203,98.88882647,45.5521679,79.0506167,-93.70182414,-44.47909636,-76.22802018,0.022611861,15.60609507,10.29587931,0.830649163,1.44E-05,chinese toon
182,218,194,101.0890696,51.29327441,84.25556361,-88.86677876,-45.75993394,-74.25466193,0.025145233,19.33205791,10.19138254,0.79071253,1.52E-05,chinese toon
193,231,207,92.9247007,36.85105155,73.32121112,-87.95495284,-36.54295312,-70.95275572,0.022785,16.93209944,10.20231852,0.793635629,1.30E-05,chinese toon
208,230,215,89.22443611,46.44351408,76.51143705,-99.69661383,-51.86776064,-86.02369998,0.020236422,35.07950634,10.82556287,0.659325247,1.57E-05,chinese toon
208,234,218,91.73875953,42.26109322,72.09715667,-104.5686613,-49.43674538,-82.58226261,0.013874349,30.37803829,11.33439967,0.727653003,1.48E-05,chinese toon
201,230,210,95.25754563,43.38202393,78.319857,-101.6453788,-46.70923553,-83.45365375,0.015271521,33.22368215,11.10040021,0.669647554,1.49E-05,chinese toon
199,234,212,96.61780374,36.11094017,74.22263806,-101.5986729,-39.20774524,-78.7901282,0.013230651,28.96765082,11.22057954,0.690961271,1.35E-05,chinese toon
207,239,218,90.53728514,31,70.49822693,-100.9753559,-36.1097474,-79.55287018,0.013510301,39.32531478,11.35436565,0.635369975,1.32E-05,chinese toon
198,232,208,97.50897395,40.48456496,80.32434251,-102.1842434,-43.89731564,-84.60788247,0.010895396,58.19527959,11.79838779,0.511809673,1.47E-05,chinese toon
193,228,205,99.07572861,43.06971093,80.30566605,-98.7410503,-43.75466073,-80.82337167,0.012812835,46.62284636,11.437021,0.534602079,1.46E-05,chinese toon
196,229,207,97.713868,43.47413024,80.76509147,-100.171705,-45.28136466,-83.91923454,0.020806239,32.78577656,10.71103464,0.69560267,1.48E-05,chinese toon
209,233,217,89.27485648,44.11349,74.96665926,-101.2775102,-51.51446478,-86.07083582,0.011787743,47.38953353,11.74294708,0.603672261,1.55E-05,chinese toon
199,229,208,93.37558567,44.09081537,78.51751397,-96.07831428,-46.71717887,-81.38751466,0.010753365,64.65091256,11.82788001,0.490555057,1.48E-05,chinese toon
203,235,215,97.01546269,37.12142239,75.34586916,-107.2542358,-42.01548937,-84.2406647,0.010729173,53.33231395,11.81761606,0.529911148,1.43E-05,chinese toon
201,234,213,93.87225362,37.21558813,74.01351228,-99.38175224,-41.05307424,-79.50396193,0.009801415,56.12743458,11.86322811,0.519173099,1.38E-05,chinese toon
202,234,212,92.21713507,37.8153408,75.03332593,-97.67202591,-41.91953604,-80.31614484,0.009651348,71.74984312,12.08378841,0.465965037,1.38E-05,chinese toon
195,238,211,107.1867529,30.78960864,78.45380807,-115.2375932,-34.11838776,-85.00576662,0.02844142,17.92933343,10.04401122,0.904629391,1.37E-05,chinese toon
188,232,204,108.6554186,38.11823711,84.36231386,-109.8404298,-39.96142114,-86.99154364,0.014703473,24.14144459,11.19357391,0.748274126,1.44E-05,chinese toon
185,234,200,112.7563745,34.3074336,89.63258336,-112.9643033,-35.79357166,-91.41308797,0.015377714,25.19040975,11.15417835,0.72364291,1.43E-05,chinese toon
187,232,204,111.5168149,37.49666652,85.29947245,-113.2836999,-38.75032258,-88.49586626,0.019174054,25.35350328,10.71492821,0.767216792,1.47E-05,chinese toon
186,232,206,111.6109314,36.82390528,78.96834809,-112.2661612,-37.38459335,-79.85118167,0.028613605,17.51690945,10.00337987,0.901308368,1.40E-05,chinese toon
193,233,208,107.8517501,37.84177586,82.28000972,-114.1965932,-40.53854989,-87.99539404,0.022359914,22.69893246,10.50071495,0.829853079,1.49E-05,chinese toon
183,227,196,113.6661779,45.46427169,94.44575162,-112.1636903,-46.47260112,-94.80636459,0.017387429,27.39216016,11.00412781,0.780344429,1.64E-05,chinese toon
190,234,206,110.0499886,35.77708764,84.27929758,-114.3047147,-38.23059234,-89.20740251,0.018873986,24.33226772,10.82283928,0.813541448,1.45E-05,chinese toon
204,235,217,92.9408414,37.6696164,70.22819946,-101.5705383,-43.14678518,-78.13520272,0.007086693,52.52073526,12.29709447,0.541094364,1.36E-05,peach
194,229,207,95.62949336,40.85339643,75.49834435,-94.32125633,-41.42236417,-75.49895471,0.006603939,75.78142324,12.49272948,0.457928282,1.37E-05,peach
190,232,207,96.29122494,35.73513677,71.39327699,-90.83232013,-36.44283288,-68.98893612,0.00693388,58.48684092,12.35878174,0.504710806,1.27E-05,peach
193,235,210,95.51963149,31.81194744,69.33974329,-92.76550938,-33.39710016,-68.84049131,0.008042837,56.53927585,12.19629899,0.513545213,1.23E-05,peach
195,235,211,93.93082561,33.27160952,69.02897942,-92.61081436,-36.86142467,-69.92134021,0.005125481,81.25391742,13.00655887,0.445959185,1.23E-05,peach
195,237,212,97.94386147,30.38091506,70.7036067,-99.38775926,-33.61798451,-73.38311129,0.005932974,76.29377207,12.65396253,0.437652465,1.24E-05,peach
185,232,201,101.2570985,35.95830919,79.9124521,-93.26060945,-37.79203102,-76.27703601,0.006262071,66.26242847,12.71983011,0.4983225,1.31E-05,peach
189,227,201,97.04122835,42.32020794,78.91767863,-90.54215957,-42.24740598,-74.05826918,0.006064946,90.60130349,12.75864978,0.41097996,1.38E-05,peach
190,239,209,97.42176348,27.85677655,70.61161378,-92.68801301,-32.99326462,-70.50787096,0.004842043,74.49211953,13.04260791,0.449066435,1.18E-05,peach
200,234,211,91.77690341,36.08323711,73.68853371,-94.69174323,-39.79351931,-76.78802665,0.005884321,106.7777901,12.86037549,0.401258835,1.32E-05,peach
200,230,210,90.46546302,41.72529209,74.90660852,-92.33600355,-44.39147903,-77.72442751,0.006068611,86.1910592,12.73918863,0.440996532,1.39E-05,peach
196,234,210,90.85703055,34.53983208,71.40728254,-88.87239214,-37.4010428,-72.75630252,0.004348157,109.5009888,13.32952983,0.385125921,1.26E-05,peach
190,237,209,100.4738772,29.73213749,72.12489168,-97.989899,-32.49869817,-72.61617521,0.005821958,73.84368508,12.68817294,0.447152727,1.23E-05,peach
187,231,202,98.98989847,36.34556369,78.21764507,-91.62123736,-36.56515541,-74.25853084,0.00812014,60.41239537,12.26419151,0.521853066,1.31E-05,peach
195,230,207,94.73647661,40.13726448,75.72318007,-93.76772287,-41.74333263,-75.90963405,0.006282455,72.31399868,12.62023905,0.451218815,1.37E-05,peach
191,231,205,99.87992791,37.85498646,78.52388172,-97.86633172,-39.70004801,-78.46451938,0.005990475,73.92119315,12.80892253,0.453520775,1.36E-05,peach
185,229,201,97.46281342,37.2961124,75.92759709,-86.42796413,-36.94244766,-69.69692094,0.006514338,57.69700193,12.5590844,0.504368239,1.29E-05,peach
175,226,193,99.33277405,37.38983819,77.29165544,-76.59544951,-32.91683989,-61.76462962,0.007954413,53.93478643,12.22483467,0.522178407,1.27E-05,peach
181,228,204,98.34124262,36.87817783,68.27151675,-83.13733493,-34.80902791,-60.41070085,0.006500042,66.17207106,12.53561299,0.462101666,1.23E-05,peach
197,244,208,106.0377291,21.09502311,86.64871609,-115.5431396,-25.49519325,-95.59500975,0.018599617,23.3165715,10.57645132,0.898216248,1.31E-05,peach
181,231,188,114.6516463,37.17526059,103.7111373,-111.1560719,-37.54205652,-100.9983988,0.017096283,37.78094974,10.95015884,0.775856791,1.58E-05,peach
189,238,199,110.5486318,29.29163703,94.22313941,-113.7960599,-32.42309231,-97.80176504,0.018319492,28.54325071,10.71365188,0.842211292,1.43E-05,peach
178,231,186,115.7972366,37.64306045,104.5657688,-109.6046413,-38.208229,-100.0689524,0.019524864,31.34400189,10.62712043,0.845862922,1.59E-05,peach
179,228,188,113.5209232,40.77989701,100.3145054,-107.0735803,-40.16680345,-95.30325989,0.016315548,24.02974759,10.83902188,0.838181229,1.58E-05,peach
183,234,191,113.9210253,35.32704347,101.4544233,-112.3847841,-38.65329337,-101.0383803,0.016077807,31.79050805,11.08044822,0.874712408,1.53E-05,peach
183,226,200,101.6070864,43.09292285,78.36453279,-92.76516076,-44.08917864,-74.16926193,0.003809327,86.22241248,13.64521835,0.446878914,1.36E-05,peach
177,218,192,110.6254943,54.4885309,90.71934744,-100.0877563,-54.82123779,-85.75838075,0.00257827,169.1254407,14.52981472,0.358214605,1.63E-05,peach
197,229,211,98.28021164,45.58508528,75.88807548,-103.1232383,-52.09008055,-82.7523951,0.001967413,190.582613,14.86180107,0.307991242,1.45E-05,peach
197,226,207,97.21625379,49.72926704,80.07496488,-101.3376927,-54.51126216,-84.43112626,0.003506318,127.3899071,14.04632819,0.412581029,1.56E-05,peach
177,221,193,107.9907403,49.50757518,87.89766777,-95.95907544,-49.64779148,-81.9688063,0.003059864,121.1026962,14.13149361,0.396963653,1.51E-05,peach
211,223,213,83.78544026,61.48983656,79.87490219,-94.46046889,-70.95897915,-90.55833972,0.008297881,43.77419355,12.50714731,0.601364462,1.91E-05,ford woodlotus
207,221,210,90.23303165,65.18435395,86.03487665,-101.0097367,-75.09670488,-97.57199154,0.004223876,56.74616808,13.4159508,0.533096482,2.13E-05,ford woodlotus
187,211,191,92.07605552,60.3158354,87.28688332,-80.25186248,-55.50877766,-77.89828952,0.004305282,59.12461108,13.34483024,0.475702467,1.62E-05,ford woodlotus
202,217,204,88.44207144,64.77653896,85.53946458,-91.82492698,-69.80913994,-89.63307399,0.004433644,56.95512013,13.38603168,0.498097577,1.83E-05,ford woodlotus
199,220,203,89.76636341,56.78908346,83.94045509,-91.42896135,-60.40604226,-87.63840952,0.003297909,59.2313032,13.77673732,0.482120226,1.62E-05,ford woodlotus
197,215,201,94.44575162,67.48333128,88.72429205,-96.63596859,-73.20546358,-93.06993622,0.003027593,67.02005654,13.90600969,0.444282036,1.92E-05,ford woodlotus
197,226,202,95.37295214,49.46716082,87.22384995,-98.18014899,-54.66395651,-91.02957619,0.00290043,89.7847604,14.09115873,0.394171453,1.56E-05,ford woodlotus
206,221,209,87.05745229,62.8251542,82.27393269,-94.37323316,-71.08071229,-90.65862518,0.004607334,55.47104337,13.30261718,0.476362536,1.87E-05,ford woodlotus
180,210,185,108.3835781,68.27151675,102.381639,-100.3820386,-69.20968212,-97.58035891,0.002257702,82.42832653,14.37617273,0.424861958,2.01E-05,ford woodlotus
203,216,203,89.47066558,67.91170739,88.75809822,-94.3349676,-73.09638859,-93.39329339,0.006485393,38.90284305,12.62959915,0.591673667,2.06E-05,ford woodlotus
202,219,206,86.71216754,61.29437168,82.38325072,-89.69659147,-67.33360019,-87.77369538,0.003729597,56.08340096,13.63746697,0.498119235,1.67E-05,ford woodlotus
211,227,214,81.96950653,53.24471805,76.38062582,-91.28558192,-61.5433849,-85.91726314,0.003727617,82.76914852,13.7618006,0.450291735,1.56E-05,ford woodlotus
204,218,206,85.14105942,62.68971207,82.71033793,-89.71829613,-66.64406178,-87.6995175,0.003280689,105.973574,13.93553441,0.40660602,1.78E-05,ford woodlotus
211,228,215,83.15046602,52.75414676,77.49193506,-94.71790741,-62.63167971,-89.63830141,0.002977282,58.40293895,13.93698409,0.497651164,1.61E-05,ford woodlotus
187,220,195,94.41927769,52.46903849,86.97700846,-88.78541072,-55.9711799,-87.30548355,0.00147748,186.0010686,15.28839972,0.321561308,1.42E-05,ford woodlotus
188,219,194,96.66436779,55.03635162,89.36442245,-93.75403479,-59.99833329,-90.05153427,0.00184377,119.9917094,14.87039679,0.378176103,1.49E-05,ford woodlotus
201,228,205,93.84028985,50.71488933,88.20997676,-102.070789,-60.20963706,-97.56047092,0.00156206,138.3071948,15.12095226,0.351406208,1.57E-05,ford woodlotus
202,223,206,83,50.8625599,76.15116545,-85.56349945,-54.07477068,-79.02087789,0.003178648,94.18369133,14.0646872,0.404433519,1.41E-05,ford woodlotus
198,218,200,94.41927769,66.64082833,93.1611507,-102.4691321,-78.71993982,-102.612583,0.001441124,231.255551,15.51946731,0.318396466,1.72E-05,ford woodlotus
192,220,199,93.0376268,53.94441584,85.10581649,-90.93220406,-56.1944769,-86.78960036,0.002890859,79.84689043,14.02355075,0.435298218,1.49E-05,ford woodlotus
200,225,204,89.47625383,50.18964037,82.60145277,-94.95133241,-55.77621147,-88.55490438,0.001762417,139.6324383,14.87010339,0.361497716,1.44E-05,ford woodlotus
203,222,205,82.64381405,56.00892786,80.65358021,-86.84709125,-63.57795209,-86.24143442,0.002621497,54.90084418,14.11490442,0.496545969,1.46E-05,ford woodlotus
208,231,212,93.1557835,48.948953,85.15280383,-107.0879703,-57.49411408,-98.28874994,0.010543534,26.95058445,11.93842655,0.723501213,1.77E-05,ford woodlotus
204,225,208,93.32202312,56.05354583,87.16077099,-103.1127681,-63.55831954,-97.31646384,0.007226223,18.91225396,12.41555057,0.769738264,1.78E-05,ford woodlotus
182,218,191,110.3675677,57.61076288,99.06058752,-105.9963806,-58.17988149,-98.43741031,0.008741824,17.72886272,12.15165721,0.816328961,1.82E-05,ford woodlotus
191,218,195,107.9259005,64.66065264,101.8037327,-112.2375644,-70.10128196,-106.9106308,0.00656369,30.32681954,12.61958705,0.72123874,2.17E-05,ford woodlotus
173,210,180,112.8671786,62.4899992,104.5035885,-99.21932127,-56.61929528,-93.80876316,0.007646167,28.5309476,12.30691901,0.71943714,1.93E-05,ford woodlotus
187,219,194,108.9082182,59.43904441,98.49365462,-109.4294424,-61.9600853,-100.0632933,0.007849142,26.33284703,12.33863443,0.737128283,1.84E-05,ford woodlotus
186,218,193,106.4612606,57.65414122,95.26804291,-104.042697,-57.5496232,-93.31806156,0.009065459,26.97488972,12.10826459,0.714799934,1.73E-05,ford woodlotus
165,204,172,115.082579,65.7951366,106.4189833,-92.96688226,-54.79960129,-86.91425912,0.010775848,19.86966118,11.81805036,0.837653579,1.94E-05,ford woodlotus
204,221,207,89.08422981,59.48949487,83.46855695,-94.48097375,-63.74278273,-88.61950935,0.007702016,65.23152772,12.37709573,0.493500415,1.82E-05,trident maple
195,217,199,96.0104161,60.91797764,90.14987521,-96.12545086,-62.08685365,-90.96408034,0.005622855,55.01892005,12.7903081,0.509224557,1.83E-05,trident maple
190,226,199,93.17188417,41.85689907,81.38181615,-85.07812886,-39.78278086,-75.90350172,0.009779501,41.58693369,11.83993727,0.56333722,1.38E-05,trident maple
192,218,197,97.28823156,58.57473858,90.42123644,-94.58433351,-58.78732199,-88.91166592,0.007628737,54.31401297,12.34259265,0.536305708,1.77E-05,trident maple
185,219,193,98.00510191,52,87.27542609,-87.32004375,-48.96109643,-78.85150763,0.009623578,37.81964644,11.93325201,0.595464402,1.54E-05,trident maple
192,222,198,94.26027795,50.96076922,85.34635317,-89.42393379,-50.8469073,-81.65655481,0.006981956,56.99450362,12.52173069,0.509858136,1.55E-05,trident maple
198,221,203,92.45539465,55.14526272,85.12343978,-93.3820947,-56.56954915,-86.82998461,0.008778775,50.53375351,12.15370384,0.541051419,1.68E-05,trident maple
196,224,201,94.49338601,51.17616633,86.33075929,-94.50240282,-53.06992077,-86.60640452,0.009458659,51.11411318,11.973288,0.557223355,1.62E-05,trident maple
194,224,201,95.7183368,50.05996404,85.59205571,-94.35563935,-51.02753863,-85.52145421,0.0101898,33.26114276,11.73647164,0.619460323,1.57E-05,trident maple
202,222,206,91.20307012,56.3116329,83.71977066,-96.18198264,-59.9356718,-88.44505937,0.007891915,39.99154419,12.28834131,0.604866787,1.69E-05,trident maple
192,219,198,96.0104161,55.16339366,87.58424516,-92.30436373,-53.99874254,-85.09907709,0.009800803,52.89590453,11.84125228,0.556473651,1.65E-05,trident maple
199,222,204,89.01123525,53.48831648,82.0548597,-88.57262597,-54.57121124,-82.6032744,0.009291982,52.90876469,11.88821698,0.53988134,1.60E-05,trident maple
190,221,197,94.91048414,50.23942675,85.95347579,-87.99100287,-48.32619263,-81.20513973,0.008331647,47.19235871,12.05105966,0.543442908,1.53E-05,trident maple
193,222,199,93.22016949,51.07837116,85.0470458,-88.80523838,-50.87409672,-82.33592121,0.007108057,56.14235622,12.42619131,0.521851103,1.55E-05,trident maple
187,217,193,97.2059669,54.75399529,88.83692926,-88.34139082,-51.09287191,-81.41588672,0.008953086,57.37006757,12.09340614,0.527753142,1.62E-05,trident maple
191,221,196,95.1104621,51.93264869,87.69264507,-89.77139513,-50.95626136,-83.25537064,0.008480192,50.57537263,12.150498,0.552821911,1.59E-05,trident maple
197,221,202,90,53.48831648,82.95179323,-87.97541496,-54.30033836,-82.28765717,0.007298296,55.49859804,12.51226798,0.55645962,1.56E-05,trident maple
189,226,196,97.10303806,43.49712634,86.71216754,-91.02140945,-43.15108203,-81.89949018,0.00664861,62.10566544,12.59398095,0.504869109,1.45E-05,trident maple
201,217,203,88.95504483,63.03173804,85.25843067,-91.20222307,-65.1660449,-87.43909776,0.006408924,73.92065981,12.8095529,0.53826518,1.80E-05,trident maple
206,223,209,85.31119504,56.50663678,80.57915363,-90.88812077,-60.98118205,-86.37639244,0.006438089,80.70804899,12.71449491,0.50274999,1.71E-05,trident maple
192,219,198,92.05433178,53.72150407,84.04760556,-85.96618465,-51.78759511,-79.65323871,0.00843721,46.36890036,12.21470015,0.600969093,1.57E-05,trident maple
211,242,218,82.28000972,25.13961018,69.2820323,-91.69146804,-29.84213369,-77.56441402,0.014526863,25.81720307,11.18282119,0.756449227,1.23E-05,trident maple
207,231,213,85.34049449,42.75511665,74.91995729,-92.06780603,-46.57332248,-81.09935479,0.018156009,30.21226707,10.83102569,0.764157925,1.46E-05,trident maple
196,236,213,99.83486365,32,71.56116265,-104.1670761,-33.84182584,-75.26466493,0.036716801,11.65490181,9.664382595,1.048574693,1.29E-05,trident maple
203,226,209,84.54584555,46.64761516,75.7627877,-85.82540746,-47.22078109,-77.53742209,0.025560452,20.85191274,10.19469014,0.825780239,1.45E-05,trident maple
208,229,212,79.87490219,44.810713,74.02026749,-83.59570462,-47.75394922,-78.11505047,0.021730528,19.85590058,10.53368609,0.835011887,1.44E-05,trident maple
205,239,217,90.98351499,29.18903904,69.88562084,-99.78657817,-32.81376579,-77.38715453,0.020550485,17.01784066,10.52246037,0.879096959,1.28E-05,trident maple
189,220,196,91.22499657,49.24428901,82.43785538,-81.05929713,-45.14864426,-74.6156934,0.015021483,26.14979513,11.23066014,0.817960054,1.47E-05,trident maple
199,221,203,89.95554458,54.39669108,83.57032966,-90.57244182,-54.74226519,-84.29750892,0.025217183,14.57757342,10.38173063,0.990600982,1.64E-05,trident maple
200,229,206,91.24143795,43.58898944,80.08120878,-93.76309743,-45.51796577,-81.74748813,0.026351238,15.90109634,10.22589032,0.972108719,1.47E-05,trident maple
187,212,193,92.31467922,58.56620186,84.53993139,-81.80177183,-52.4646474,-76.20053228,0.005252954,44.73835054,12.83559171,0.560369532,1.56E-05,beals barberry
184,214,192,91.23595782,53.14132102,81.41867108,-74.90833245,-45.7923851,-69.64253137,0.00571659,45.9848238,12.70258202,0.558003289,1.43E-05,beals barberry
184,212,189,98.30055951,60.19966777,91.09884741,-87.44716266,-55.36734816,-82.12374732,0.005147874,46.60413282,12.96359663,0.543018559,1.68E-05,beals barberry
178,211,185,98.32090317,56.05354583,89.69949833,-80.90177597,-47.04733424,-75.60581919,0.007815283,27.88722089,12.24819118,0.689845675,1.56E-05,beals barberry
179,214,188,90.87904049,50.65570057,81.5046011,-69.08377418,-42.49785456,-66.67519335,0.006648004,37.17827428,12.62119674,0.623339605,1.39E-05,beals barberry
173,220,186,94.12757301,43.13930922,82.31038817,-66.0797933,-38.59184235,-66.37391074,0.006001796,28.05887207,12.47291329,0.64993483,1.30E-05,beals barberry
181,208,187,96.46242792,60.14149982,88.63972022,-83.39201023,-50.9507406,-77.67749813,0.004322764,45.69033831,13.20042716,0.570786135,1.58E-05,beals barberry
177,211,185,95.26279442,53.83307533,85.53361912,-77.43310217,-44.65112947,-70.51390501,0.005372792,30.86609665,12.77642195,0.660304126,1.45E-05,beals barberry
164,199,171,102.3621024,62.57795139,94.50396817,-72.03052975,-43.93706567,-68.07229911,0.004533352,35.73619345,13.06309573,0.613828331,1.64E-05,beals barberry
164,208,177,109.2428487,56.75385449,94.17536833,-81.00833121,-43.74159839,-72.82028729,0.006197665,48.88603648,12.70887822,0.547543795,1.61E-05,beals barberry
181,222,194,93.66963222,43.15089802,79.4418026,-77.56518969,-38.75010059,-70.42281511,0.005606483,35.56717853,12.63707381,0.601593441,1.31E-05,beals barberry
155,206,170,113.1768528,56.92978131,97.49871794,-74.34089131,-41.76321787,-70.16627141,0.00495208,56.66827819,13.04532931,0.506199711,1.64E-05,beals barberry
169,200,178,108.5403151,69.23149572,98.74208829,-87.00920324,-56.35572872,-83.05261096,0.003383754,69.22706805,13.67565183,0.465031235,1.91E-05,beals barberry
170,207,181,100.6280279,56.56854249,88.22698,-74.87903463,-42.56989652,-68.96140108,0.005677243,42.23255429,12.72451014,0.57182813,1.52E-05,beals barberry
161,203,174,112.2140811,63.28506933,99.11104883,-82.88521415,-50.5465375,-80.25243181,0.002758427,97.28754102,14.09382199,0.413476379,1.77E-05,beals barberry
182,214,190,96.72641831,54.98181518,86.02325267,-82.10684071,-48.53212878,-74.60347767,0.005410186,57.39859812,12.90436846,0.507005414,1.53E-05,beals barberry
181,219,192,99.65942003,49.27473998,85.41662602,-86.4656997,-44.71290477,-76.78452153,0.007166042,28.7079678,12.23679964,0.665985184,1.46E-05,beals barberry
171,200,175,88.77499648,58.08614293,83.86298349,-56.51074012,-37.77054712,-51.49737631,0.005333646,41.97725618,12.8590371,0.597231967,1.47E-05,beals barberry
168,200,173,90.12213934,57.54128952,84.78797084,-49.78453954,-34.4762842,-45.80128522,0.007886434,31.31732752,12.1532856,0.676314273,1.49E-05,beals barberry
167,196,170,90.84051959,61.97580173,87.21238444,-53.75483281,-40.27991167,-49.17871708,0.00488213,42.20122871,13.03810779,0.603124272,1.54E-05,beals barberry
164,197,169,92.13034245,59.4726828,86.94250974,-47.83304263,-34.28962505,-44.26935325,0.005683308,45.91998164,12.83334311,0.611935205,1.52E-05,beals barberry
163,188,166,87.97158632,64.02343321,84.50443775,-16.70900348,-19.1129012,24.23212272,0.00658271,37.93366231,12.4828784,0.632729138,1.57E-05,beals barberry
172,201,175,85.77295611,56.35601121,81.73738435,-51.02139305,-37.10004577,-44.24620926,0.005647687,36.91294204,12.65062856,0.618317179,1.42E-05,beals barberry
173,211,181,96.33275663,52.1440313,86.85044617,-73.55762368,-41.91023914,-67.01039417,0.005086168,45.48197,12.90648294,0.602668101,1.44E-05,beals barberry
168,201,174,93.10746479,58.62593283,86.90799733,-58.09358653,-39.65876389,-54.96515699,0.005194187,47.28425704,12.92884655,0.583263814,1.51E-05,beals barberry
173,196,175,93.56815698,67.39436178,91.0604195,-65.67153917,-48.49176181,-63.22944803,0.005036121,51.81841913,13.06942884,0.569916678,1.70E-05,beals barberry
167,197,171,87.22958214,58.06892456,83.03011502,-44.28142617,-33.67657563,-41.19832525,0.004428661,50.98451923,13.15578419,0.560844971,1.45E-05,beals barberry
166,204,174,91.23047736,52.91502622,83.87490686,-51.77479033,-33.88484688,-51.13153283,0.005975812,32.28540661,12.56065547,0.669004354,1.40E-05,beals barberry
174,196,176,91.89124006,67.2383819,89.57678271,-62.94855967,-47.51552586,-60.97876175,0.006583752,38.35472342,12.51585356,0.642243445,1.69E-05,beals barberry
165,196,171,88.83692926,59.3211598,83.3366666,-40.23425049,-33.37586792,-39.86328325,0.006036475,37.78674483,12.60221384,0.638986855,1.48E-05,beals barberry
156,197,163,117.7157594,71.49125821,112.1115516,-87.20680095,-58.65110569,-89.07627178,0.003644352,179.5106614,14.33411164,0.420551645,2.05E-05,southern magnolia
